Name,M1,M1_atom_number,M2,M2_atom_number,M3,M3_atom_number,Support ,Support_ID,M2_mol,M3_mol,M1_mol%,M2_mol%,M3_mol%,Temp,Total_flow,Ar_flow,CH4_flow,O2_flow,CT,CH4/O2,CH4_conv,C2y,C2H6y,C2H4y,COy,CO2y,C2s,C2H6s,C2H4s,COs,CO2s
Co-Na2WO4/SiO2,Co,27,Na,11,W,74,SiO2,11,0.370,0.185,40,40,20,750,15,10.5,3.4,1.1,0.50,3,7.22,5.73,3.53,2.20,0.82,1.79,79.36,48.89,30.47,11.36,24.79
Co-Na2WO4/SiO2,Co,27,Na,11,W,74,SiO2,11,0.370,0.185,40,40,20,750,20,14.0,4.5,1.5,0.38,3,6.13,4.03,2.64,1.39,1.15,1.43,65.74,43.07,22.68,18.76,23.33
Co-Na2WO4/SiO2,Co,27,Na,11,W,74,SiO2,11,0.370,0.185,40,40,20,750,10,7.0,2.4,0.6,0.75,4,11.64,7.72,4.27,3.45,0.32,2.08,66.32,36.68,29.64,2.75,17.87
Co-Na2WO4/SiO2,Co,27,Na,11,W,74,SiO2,11,0.370,0.185,40,40,20,750,15,10.5,3.6,0.9,0.50,4,6.48,5.20,3.41,1.79,0.94,1.47,80.25,52.62,27.62,14.51,22.69
Co-Na2WO4/SiO2,Co,27,Na,11,W,74,SiO2,11,0.370,0.185,40,40,20,750,20,14.0,4.8,1.2,0.38,4,3.85,3.75,2.57,1.18,1.27,1.17,97.40,66.75,30.65,32.99,30.39
Co-Na2WO4/SiO2,Co,27,Na,11,W,74,SiO2,11,0.370,0.185,40,40,20,750,10,7.0,2.6,0.4,0.75,6,7.87,6.25,3.71,2.54,0.80,1.50,79.42,47.14,32.27,10.17,19.06
Co-Na2WO4/SiO2,Co,27,Na,11,W,74,SiO2,11,0.370,0.185,40,40,20,750,15,10.5,3.9,0.6,0.50,6,6.73,4.93,3.09,1.84,0.83,1.25,73.25,45.91,27.34,12.33,18.57
Co-Na2WO4/SiO2,Co,27,Na,11,W,74,SiO2,11,0.370,0.185,40,40,20,750,20,14.0,5.1,0.9,0.38,6,4.23,3.06,2.18,0.88,1.05,0.89,72.34,51.54,20.80,24.82,21.04
Co-Na2WO4/SiO2,Co,27,Na,11,W,74,SiO2,11,0.370,0.185,40,40,20,700,10,1.5,5.7,2.8,0.75,2,25.56,9.10,3.34,5.76,10.51,6.76,35.60,13.07,22.54,41.12,26.45
Co-Na2WO4/SiO2,Co,27,Na,11,W,74,SiO2,11,0.370,0.185,40,40,20,700,15,2.3,8.5,4.3,0.50,2,12.00,7.81,3.45,4.36,6.26,3.27,65.08,28.75,36.33,52.17,27.25
Co-Na2WO4/SiO2,Co,27,Na,11,W,74,SiO2,11,0.370,0.185,40,40,20,700,20,3.0,11.3,5.7,0.38,2,8.46,5.65,2.92,2.73,3.48,2.15,66.78,34.52,32.27,41.13,25.41
Co-Na2WO4/SiO2,Co,27,Na,11,W,74,SiO2,11,0.370,0.185,40,40,20,700,10,1.5,6.4,2.1,0.75,3,11.74,6.72,3.18,3.54,3.12,2.38,57.24,27.09,30.15,26.58,20.27
Co-Na2WO4/SiO2,Co,27,Na,11,W,74,SiO2,11,0.370,0.185,40,40,20,700,15,2.3,9.6,3.2,0.50,3,7.01,5.69,2.88,2.81,2.15,1.94,81.17,41.08,40.09,30.67,27.67
Co-Na2WO4/SiO2,Co,27,Na,11,W,74,SiO2,11,0.370,0.185,40,40,20,700,20,3.0,12.8,4.3,0.38,3,4.14,3.78,2.28,1.50,0.92,1.35,91.30,55.07,36.23,22.22,32.61
Co-Na2WO4/SiO2,Co,27,Na,11,W,74,SiO2,11,0.370,0.185,40,40,20,700,10,1.5,6.8,1.7,0.75,4,8.61,5.04,2.72,2.32,1.04,1.60,58.54,31.59,26.95,12.08,18.58
Co-Na2WO4/SiO2,Co,27,Na,11,W,74,SiO2,11,0.370,0.185,40,40,20,700,15,2.3,10.2,2.6,0.50,4,5.29,3.21,2.01,1.20,0.29,1.10,60.68,38.00,22.68,5.48,20.79
Co-Na2WO4/SiO2,Co,27,Na,11,W,74,SiO2,11,0.370,0.185,40,40,20,700,20,3.0,13.6,3.4,0.38,4,2.78,2.27,1.57,0.70,0.09,0.83,81.65,56.47,25.18,3.24,29.86
Co-Na2WO4/SiO2,Co,27,Na,11,W,74,SiO2,11,0.370,0.185,40,40,20,700,10,1.5,7.3,1.2,0.75,6,4.46,3.53,2.22,1.31,0.13,1.03,79.15,49.78,29.37,2.91,23.09
Co-Na2WO4/SiO2,Co,27,Na,11,W,74,SiO2,11,0.370,0.185,40,40,20,700,15,2.3,10.9,1.8,0.50,6,4.68,2.30,1.59,0.71,0.29,0.70,49.15,33.97,15.17,6.20,14.96
Co-Na2WO4/SiO2,Co,27,Na,11,W,74,SiO2,11,0.370,0.185,40,40,20,700,20,3.0,14.6,2.4,0.38,6,4.86,1.60,1.13,0.47,0.42,0.56,32.92,23.25,9.67,8.64,11.52
Co-Na2WO4/SiO2,Co,27,Na,11,W,74,SiO2,11,0.370,0.185,40,40,20,700,10,4.0,4.0,2.0,0.75,2,11.33,7.09,3.43,3.66,3.87,3.21,62.58,30.27,32.30,34.16,28.33
Co-Na2WO4/SiO2,Co,27,Na,11,W,74,SiO2,11,0.370,0.185,40,40,20,700,15,6.0,6.0,3.0,0.50,2,5.94,4.76,2.77,1.99,1.51,2.12,80.13,46.63,33.50,25.42,35.69
Co-Na2WO4/SiO2,Co,27,Na,11,W,74,SiO2,11,0.370,0.185,40,40,20,700,20,8.0,8.0,4.0,0.38,2,3.51,3.44,2.27,1.17,0.60,1.61,98.01,64.67,33.33,17.09,45.87
Co-Na2WO4/SiO2,Co,27,Na,11,W,74,SiO2,11,0.370,0.185,40,40,20,700,10,4.0,4.5,1.5,0.75,3,5.23,4.71,2.74,1.97,0.71,1.87,90.06,52.39,37.67,13.58,35.76
Co-Na2WO4/SiO2,Co,27,Na,11,W,74,SiO2,11,0.370,0.185,40,40,20,700,15,6.0,6.8,2.3,0.50,3,4.35,2.84,2.00,0.84,0.16,1.23,65.29,45.98,19.31,3.68,28.28
Co-Na2WO4/SiO2,Co,27,Na,11,W,74,SiO2,11,0.370,0.185,40,40,20,700,20,8.0,9.0,3.0,0.38,3,1.97,1.87,1.27,0.60,0.48,0.93,94.92,64.47,30.46,24.37,47.21
Co-Na2WO4/SiO2,Co,27,Na,11,W,74,SiO2,11,0.370,0.185,40,40,20,700,10,4.0,4.8,1.2,0.75,4,5.26,3.51,2.26,1.25,0.11,1.34,66.73,42.97,23.76,2.09,25.48
Co-Na2WO4/SiO2,Co,27,Na,11,W,74,SiO2,11,0.370,0.185,40,40,20,700,15,6.0,7.2,1.8,0.50,4,3.84,2.16,1.52,0.64,0.47,0.90,56.25,39.58,16.67,12.24,23.44
Co-Na2WO4/SiO2,Co,27,Na,11,W,74,SiO2,11,0.370,0.185,40,40,20,700,20,8.0,9.6,2.4,0.38,4,2.54,1.50,1.13,0.37,0.69,0.78,59.06,44.49,14.57,27.17,30.71
Co-Na2WO4/SiO2,Co,27,Na,11,W,74,SiO2,11,0.370,0.185,40,40,20,700,10,4.0,5.1,0.9,0.75,6,3.14,2.55,1.71,0.84,0.40,0.86,81.21,54.46,26.75,12.74,27.39
Co-Na2WO4/SiO2,Co,27,Na,11,W,74,SiO2,11,0.370,0.185,40,40,20,700,15,6.0,7.7,1.3,0.50,6,2.66,1.68,1.27,0.41,0.56,0.66,63.16,47.74,15.41,21.05,24.81
Co-Na2WO4/SiO2,Co,27,Na,11,W,74,SiO2,11,0.370,0.185,40,40,20,700,20,8.0,10.3,1.7,0.38,6,2.94,1.20,0.87,0.33,0.67,0.61,40.82,29.59,11.22,22.79,20.75
Co-Na2WO4/SiO2,Co,27,Na,11,W,74,SiO2,11,0.370,0.185,40,40,20,700,10,7.0,2.0,1.0,0.75,2,4.47,2.67,1.97,0.70,1.08,1.97,59.73,44.07,15.66,24.16,44.07
Co-Na2WO4/SiO2,Co,27,Na,11,W,74,SiO2,11,0.370,0.185,40,40,20,700,15,10.5,3.0,1.5,0.50,2,4.56,2.19,1.61,0.58,1.39,1.82,48.03,35.31,12.72,30.48,39.91
Co-Na2WO4/SiO2,Co,27,Na,11,W,74,SiO2,11,0.370,0.185,40,40,20,700,20,14.0,4.0,2.0,0.38,2,2.62,0.95,0.91,0.04,1.98,1.19,36.26,34.73,1.53,75.57,45.42
Co-Na2WO4/SiO2,Co,27,Na,11,W,74,SiO2,11,0.370,0.185,40,40,20,700,10,7.0,2.3,0.8,0.75,3,5.17,2.62,1.96,0.66,1.37,1.58,50.68,37.91,12.77,26.50,30.56
Co-Na2WO4/SiO2,Co,27,Na,11,W,74,SiO2,11,0.370,0.185,40,40,20,700,15,10.5,3.4,1.1,0.50,3,3.74,1.29,1.14,0.15,1.47,1.18,34.49,30.48,4.01,39.30,31.55
Co-Na2WO4/SiO2,Co,27,Na,11,W,74,SiO2,11,0.370,0.185,40,40,20,700,20,14.0,4.5,1.5,0.38,3,1.89,1.15,0.99,0.16,1.52,1.01,60.85,52.38,8.47,80.42,53.44
Co-Na2WO4/SiO2,Co,27,Na,11,W,74,SiO2,11,0.370,0.185,40,40,20,700,10,7.0,2.4,0.6,0.75,4,3.60,3.02,2.21,0.81,1.13,1.33,83.89,61.39,22.50,31.39,36.94
Co-Na2WO4/SiO2,Co,27,Na,11,W,74,SiO2,11,0.370,0.185,40,40,20,700,15,10.5,3.6,0.9,0.50,4,3.05,1.12,0.98,0.14,1.36,0.90,36.72,32.13,4.59,44.59,29.51
Co-Na2WO4/SiO2,Co,27,Na,11,W,74,SiO2,11,0.370,0.185,40,40,20,700,20,14.0,4.8,1.2,0.38,4,2.89,0.83,0.65,0.18,1.40,0.62,28.72,22.49,6.23,48.44,21.45
Co-Na2WO4/SiO2,Co,27,Na,11,W,74,SiO2,11,0.370,0.185,40,40,20,700,10,7.0,2.6,0.4,0.75,6,3.47,1.65,1.24,0.41,1.08,0.86,47.55,35.73,11.82,31.12,24.78
Co-Na2WO4/SiO2,Co,27,Na,11,W,74,SiO2,11,0.370,0.185,40,40,20,700,15,10.5,3.9,0.6,0.50,6,3.20,1.36,1.13,0.23,1.36,0.77,42.50,35.31,7.19,42.50,24.06
Co-Na2WO4/SiO2,Co,27,Na,11,W,74,SiO2,11,0.370,0.185,40,40,20,700,20,14.0,5.1,0.9,0.38,6,2.98,0.83,0.65,0.18,1.34,0.53,27.85,21.81,6.04,44.97,17.79
Ni-Na2WO4/SiO2,Ni,28,Na,11,W,74,SiO2,11,0.370,0.185,40,40,20,900,10,1.5,5.7,2.8,0.75,2,29.01,0.88,0.56,0.32,26.01,17.18,3.03,1.93,1.10,89.66,59.22
Ni-Na2WO4/SiO2,Ni,28,Na,11,W,74,SiO2,11,0.370,0.185,40,40,20,900,15,2.3,8.5,4.3,0.50,2,29.23,1.80,0.55,1.25,25.12,17.25,6.16,1.88,4.28,85.94,59.01
Ni-Na2WO4/SiO2,Ni,28,Na,11,W,74,SiO2,11,0.370,0.185,40,40,20,900,20,3.0,11.3,5.7,0.38,2,32.19,2.80,0.61,2.19,24.52,15.87,8.70,1.89,6.80,76.17,49.30
Ni-Na2WO4/SiO2,Ni,28,Na,11,W,74,SiO2,11,0.370,0.185,40,40,20,900,10,1.5,6.4,2.1,0.75,3,16.48,1.70,0.46,1.24,19.51,11.07,10.32,2.79,7.52,118.39,67.17
Ni-Na2WO4/SiO2,Ni,28,Na,11,W,74,SiO2,11,0.370,0.185,40,40,20,900,15,2.3,9.6,3.2,0.50,3,16.77,2.44,0.47,1.97,19.59,10.58,14.55,2.80,11.75,116.82,63.09
Ni-Na2WO4/SiO2,Ni,28,Na,11,W,74,SiO2,11,0.370,0.185,40,40,20,900,20,3.0,12.8,4.3,0.38,3,18.62,3.30,0.57,2.73,18.86,9.78,17.72,3.06,14.66,101.29,52.52
Ni-Na2WO4/SiO2,Ni,28,Na,11,W,74,SiO2,11,0.370,0.185,40,40,20,900,10,1.5,6.8,1.7,0.75,4,12.52,1.92,0.42,1.50,16.23,7.63,15.34,3.35,11.98,129.63,60.94
Ni-Na2WO4/SiO2,Ni,28,Na,11,W,74,SiO2,11,0.370,0.185,40,40,20,900,15,2.3,10.2,2.6,0.50,4,26.72,2.75,0.47,2.28,16.23,7.44,10.29,1.76,8.53,60.74,27.84
Ni-Na2WO4/SiO2,Ni,28,Na,11,W,74,SiO2,11,0.370,0.185,40,40,20,900,20,3.0,13.6,3.4,0.38,4,10.88,3.41,0.47,2.94,15.37,6.77,31.34,4.32,27.02,141.27,62.22
Ni-Na2WO4/SiO2,Ni,28,Na,11,W,74,SiO2,11,0.370,0.185,40,40,20,900,10,1.5,7.3,1.2,0.75,6,19.88,1.81,0.39,1.42,13.12,4.52,9.10,1.96,7.14,66.00,22.74
Ni-Na2WO4/SiO2,Ni,28,Na,11,W,74,SiO2,11,0.370,0.185,40,40,20,900,15,2.3,10.9,1.8,0.50,6,18.72,2.06,0.41,1.65,12.64,4.28,11.00,2.19,8.81,67.52,22.86
Ni-Na2WO4/SiO2,Ni,28,Na,11,W,74,SiO2,11,0.370,0.185,40,40,20,900,20,3.0,14.6,2.4,0.38,6,18.34,2.52,0.46,2.06,11.53,4.06,13.74,2.51,11.23,62.87,22.14
Ni-Na2WO4/SiO2,Ni,28,Na,11,W,74,SiO2,11,0.370,0.185,40,40,20,900,10,4.0,4.0,2.0,0.75,2,34.35,1.41,0.43,0.98,23.77,18.08,4.10,1.25,2.85,69.20,52.63
Ni-Na2WO4/SiO2,Ni,28,Na,11,W,74,SiO2,11,0.370,0.185,40,40,20,900,15,6.0,6.0,3.0,0.50,2,34.65,2.15,0.48,1.67,23.66,16.64,6.20,1.39,4.82,68.28,48.02
Ni-Na2WO4/SiO2,Ni,28,Na,11,W,74,SiO2,11,0.370,0.185,40,40,20,900,20,8.0,8.0,4.0,0.38,2,36.00,2.90,0.52,2.38,23.68,15.39,8.06,1.44,6.61,65.78,42.75
Ni-Na2WO4/SiO2,Ni,28,Na,11,W,74,SiO2,11,0.370,0.185,40,40,20,900,10,4.0,4.5,1.5,0.75,3,23.84,1.59,0.39,1.20,18.54,10.39,6.67,1.64,5.03,77.77,43.58
Ni-Na2WO4/SiO2,Ni,28,Na,11,W,74,SiO2,11,0.370,0.185,40,40,20,900,15,6.0,6.8,2.3,0.50,3,21.27,2.32,0.44,1.88,18.10,9.83,10.91,2.07,8.84,85.10,46.22
Ni-Na2WO4/SiO2,Ni,28,Na,11,W,74,SiO2,11,0.370,0.185,40,40,20,900,20,8.0,9.0,3.0,0.38,3,21.73,2.99,0.47,2.52,17.52,9.35,13.76,2.16,11.60,80.63,43.03
Ni-Na2WO4/SiO2,Ni,28,Na,11,W,74,SiO2,11,0.370,0.185,40,40,20,900,10,4.0,4.8,1.2,0.75,4,17.54,1.48,0.38,1.10,15.94,7.36,8.44,2.17,6.27,90.88,41.96
Ni-Na2WO4/SiO2,Ni,28,Na,11,W,74,SiO2,11,0.370,0.185,40,40,20,900,15,6.0,7.2,1.8,0.50,4,15.85,2.01,0.41,1.60,15.24,7.14,12.68,2.59,10.09,96.15,45.05
Ni-Na2WO4/SiO2,Ni,28,Na,11,W,74,SiO2,11,0.370,0.185,40,40,20,900,20,8.0,9.6,2.4,0.38,4,16.76,2.68,0.47,2.21,14.26,6.85,15.99,2.80,13.19,85.08,40.87
Ni-Na2WO4/SiO2,Ni,28,Na,11,W,74,SiO2,11,0.370,0.185,40,40,20,900,10,4.0,5.1,0.9,0.75,6,18.79,0.98,0.35,0.63,13.50,3.95,5.22,1.86,3.35,71.85,21.02
Ni-Na2WO4/SiO2,Ni,28,Na,11,W,74,SiO2,11,0.370,0.185,40,40,20,900,15,6.0,7.7,1.3,0.50,6,10.53,1.47,0.37,1.10,11.95,4.33,13.96,3.51,10.45,113.49,41.12
Ni-Na2WO4/SiO2,Ni,28,Na,11,W,74,SiO2,11,0.370,0.185,40,40,20,900,20,8.0,10.3,1.7,0.38,6,11.21,2.02,0.43,1.59,10.58,4.36,18.02,3.84,14.18,94.38,38.89
Ni-Na2WO4/SiO2,Ni,28,Na,11,W,74,SiO2,11,0.370,0.185,40,40,20,900,10,7.0,2.0,1.0,0.75,2,41.00,1.22,0.59,0.63,23.16,16.75,2.98,1.44,1.54,56.49,40.85
Ni-Na2WO4/SiO2,Ni,28,Na,11,W,74,SiO2,11,0.370,0.185,40,40,20,900,15,10.5,3.0,1.5,0.50,2,42.77,1.87,0.45,1.42,21.34,15.66,4.37,1.05,3.32,49.89,36.61
Ni-Na2WO4/SiO2,Ni,28,Na,11,W,74,SiO2,11,0.370,0.185,40,40,20,900,20,14.0,4.0,2.0,0.38,2,40.26,2.67,0.61,2.06,21.04,15.16,6.63,1.52,5.12,52.26,37.66
Ni-Na2WO4/SiO2,Ni,28,Na,11,W,74,SiO2,11,0.370,0.185,40,40,20,900,10,7.0,2.3,0.8,0.75,3,30.83,1.36,0.42,0.94,17.68,10.12,4.41,1.36,3.05,57.35,32.83
Ni-Na2WO4/SiO2,Ni,28,Na,11,W,74,SiO2,11,0.370,0.185,40,40,20,900,15,10.5,3.4,1.1,0.50,3,29.57,1.89,0.45,1.44,16.16,9.99,6.39,1.52,4.87,54.65,33.78
Ni-Na2WO4/SiO2,Ni,28,Na,11,W,74,SiO2,11,0.370,0.185,40,40,20,900,20,14.0,4.5,1.5,0.38,3,27.63,2.69,0.43,2.26,14.60,9.82,9.74,1.56,8.18,52.84,35.54
Ni-Na2WO4/SiO2,Ni,28,Na,11,W,74,SiO2,11,0.370,0.185,40,40,20,900,10,7.0,2.4,0.6,0.75,4,23.91,1.15,0.30,0.85,14.72,7.33,4.81,1.25,3.55,61.56,30.66
Ni-Na2WO4/SiO2,Ni,28,Na,11,W,74,SiO2,11,0.370,0.185,40,40,20,900,15,10.5,3.6,0.9,0.50,4,21.16,1.83,0.55,1.28,12.26,7.35,8.65,2.60,6.05,57.94,34.74
Ni-Na2WO4/SiO2,Ni,28,Na,11,W,74,SiO2,11,0.370,0.185,40,40,20,900,20,14.0,4.8,1.2,0.38,4,21.85,2.96,0.62,2.34,10.18,7.25,13.55,2.84,10.71,46.59,33.18
Ni-Na2WO4/SiO2,Ni,28,Na,11,W,74,SiO2,11,0.370,0.185,40,40,20,900,10,7.0,2.6,0.4,0.75,6,16.37,1.14,0.34,0.80,10.55,4.37,6.96,2.08,4.89,64.45,26.70
Ni-Na2WO4/SiO2,Ni,28,Na,11,W,74,SiO2,11,0.370,0.185,40,40,20,900,15,10.5,3.9,0.6,0.50,6,14.12,2.06,0.57,1.49,6.83,4.68,14.59,4.04,10.55,48.37,33.14
Ni-Na2WO4/SiO2,Ni,28,Na,11,W,74,SiO2,11,0.370,0.185,40,40,20,900,20,14.0,5.1,0.9,0.38,6,14.95,3.16,0.82,2.34,5.24,4.85,21.14,5.48,15.65,35.05,32.44
Ni-Na2WO4/SiO2,Ni,28,Na,11,W,74,SiO2,11,0.370,0.185,40,40,20,850,10,1.5,5.7,2.8,0.75,2,28.63,3.08,0.63,2.45,19.54,18.50,10.76,2.20,8.56,68.25,64.62
Ni-Na2WO4/SiO2,Ni,28,Na,11,W,74,SiO2,11,0.370,0.185,40,40,20,850,15,2.3,8.5,4.3,0.50,2,29.31,4.00,0.85,3.15,20.97,17.36,13.65,2.90,10.75,71.55,59.23
Ni-Na2WO4/SiO2,Ni,28,Na,11,W,74,SiO2,11,0.370,0.185,40,40,20,850,20,3.0,11.3,5.7,0.38,2,31.07,4.43,0.84,3.59,21.33,15.65,14.26,2.70,11.55,68.65,50.37
Ni-Na2WO4/SiO2,Ni,28,Na,11,W,74,SiO2,11,0.370,0.185,40,40,20,850,10,1.5,6.4,2.1,0.75,3,16.50,2.98,0.65,2.33,15.94,11.43,18.06,3.94,14.12,96.61,69.27
Ni-Na2WO4/SiO2,Ni,28,Na,11,W,74,SiO2,11,0.370,0.185,40,40,20,850,15,2.3,9.6,3.2,0.50,3,16.80,3.84,0.85,2.99,16.16,10.63,22.86,5.06,17.80,96.19,63.27
Ni-Na2WO4/SiO2,Ni,28,Na,11,W,74,SiO2,11,0.370,0.185,40,40,20,850,20,3.0,12.8,4.3,0.38,3,17.86,4.36,0.97,3.39,16.02,9.60,24.41,5.43,18.98,89.70,53.75
Ni-Na2WO4/SiO2,Ni,28,Na,11,W,74,SiO2,11,0.370,0.185,40,40,20,850,10,1.5,6.8,1.7,0.75,4,12.35,2.74,0.66,2.08,13.18,8.04,22.19,5.34,16.84,106.72,65.10
Ni-Na2WO4/SiO2,Ni,28,Na,11,W,74,SiO2,11,0.370,0.185,40,40,20,850,15,2.3,10.2,2.6,0.50,4,14.35,3.32,0.76,2.56,12.83,7.08,23.14,5.30,17.84,89.41,49.34
Ni-Na2WO4/SiO2,Ni,28,Na,11,W,74,SiO2,11,0.370,0.185,40,40,20,850,20,3.0,13.6,3.4,0.38,4,13.91,3.78,0.95,2.83,12.62,6.77,27.17,6.83,20.35,90.73,48.67
Ni-Na2WO4/SiO2,Ni,28,Na,11,W,74,SiO2,11,0.370,0.185,40,40,20,850,10,1.5,7.3,1.2,0.75,6,17.94,2.21,0.57,1.64,10.07,4.94,12.32,3.18,9.14,56.13,27.54
Ni-Na2WO4/SiO2,Ni,28,Na,11,W,74,SiO2,11,0.370,0.185,40,40,20,850,15,2.3,10.9,1.8,0.50,6,16.95,2.78,0.84,1.94,8.79,4.62,16.40,4.96,11.45,51.86,27.26
Ni-Na2WO4/SiO2,Ni,28,Na,11,W,74,SiO2,11,0.370,0.185,40,40,20,850,20,3.0,14.6,2.4,0.38,6,14.73,3.34,1.08,2.26,7.44,4.44,22.67,7.33,15.34,50.51,30.14
Ni-Na2WO4/SiO2,Ni,28,Na,11,W,74,SiO2,11,0.370,0.185,40,40,20,850,10,4.0,4.0,2.0,0.75,2,33.95,2.89,0.70,2.19,19.73,18.04,8.51,2.06,6.45,58.11,53.14
Ni-Na2WO4/SiO2,Ni,28,Na,11,W,74,SiO2,11,0.370,0.185,40,40,20,850,15,6.0,6.0,3.0,0.50,2,34.49,3.74,0.73,3.01,20.32,16.11,10.84,2.12,8.73,58.92,46.71
Ni-Na2WO4/SiO2,Ni,28,Na,11,W,74,SiO2,11,0.370,0.185,40,40,20,850,20,8.0,8.0,4.0,0.38,2,34.85,4.28,0.84,3.44,20.37,14.63,12.28,2.41,9.87,58.45,41.98
Ni-Na2WO4/SiO2,Ni,28,Na,11,W,74,SiO2,11,0.370,0.185,40,40,20,850,10,4.0,4.5,1.5,0.75,3,23.58,2.70,0.59,2.11,15.17,10.77,11.45,2.50,8.95,64.33,45.67
Ni-Na2WO4/SiO2,Ni,28,Na,11,W,74,SiO2,11,0.370,0.185,40,40,20,850,15,6.0,6.8,2.3,0.50,3,23.48,3.23,0.73,2.50,14.92,9.63,13.76,3.11,10.65,63.54,41.01
Ni-Na2WO4/SiO2,Ni,28,Na,11,W,74,SiO2,11,0.370,0.185,40,40,20,850,20,8.0,9.0,3.0,0.38,3,23.53,3.80,0.96,2.84,14.21,8.90,16.15,4.08,12.07,60.39,37.82
Ni-Na2WO4/SiO2,Ni,28,Na,11,W,74,SiO2,11,0.370,0.185,40,40,20,850,10,4.0,4.8,1.2,0.75,4,16.94,2.25,0.55,1.70,12.52,7.58,13.28,3.25,10.04,73.91,44.75
Ni-Na2WO4/SiO2,Ni,28,Na,11,W,74,SiO2,11,0.370,0.185,40,40,20,850,15,6.0,7.2,1.8,0.50,4,17.09,3.00,0.82,2.18,11.33,7.00,17.55,4.80,12.76,66.30,40.96
Ni-Na2WO4/SiO2,Ni,28,Na,11,W,74,SiO2,11,0.370,0.185,40,40,20,850,20,8.0,9.6,2.4,0.38,4,17.74,3.60,1.01,2.59,9.89,6.69,20.29,5.69,14.60,55.75,37.71
Ni-Na2WO4/SiO2,Ni,28,Na,11,W,74,SiO2,11,0.370,0.185,40,40,20,850,10,4.0,5.1,0.9,0.75,6,9.13,1.94,0.65,1.29,8.24,4.75,21.25,7.12,14.13,90.25,52.03
Ni-Na2WO4/SiO2,Ni,28,Na,11,W,74,SiO2,11,0.370,0.185,40,40,20,850,15,6.0,7.7,1.3,0.50,6,9.65,4.25,1.15,3.10,4.92,4.97,44.04,11.92,32.12,50.98,51.50
Ni-Na2WO4/SiO2,Ni,28,Na,11,W,74,SiO2,11,0.370,0.185,40,40,20,850,20,8.0,10.3,1.7,0.38,6,11.48,5.70,1.97,3.73,3.98,4.86,49.65,17.16,32.49,34.67,42.33
Ni-Na2WO4/SiO2,Ni,28,Na,11,W,74,SiO2,11,0.370,0.185,40,40,20,850,10,7.0,2.0,1.0,0.75,2,38.13,2.43,0.84,1.59,17.64,16.55,6.37,2.20,4.17,46.26,43.40
Ni-Na2WO4/SiO2,Ni,28,Na,11,W,74,SiO2,11,0.370,0.185,40,40,20,850,15,10.5,3.0,1.5,0.50,2,36.33,4.56,1.03,3.53,12.54,15.50,12.55,2.84,9.72,34.52,42.66
Ni-Na2WO4/SiO2,Ni,28,Na,11,W,74,SiO2,11,0.370,0.185,40,40,20,850,20,14.0,4.0,2.0,0.38,2,34.81,5.78,1.48,4.30,12.67,16.18,16.60,4.25,12.35,36.40,46.48
Ni-Na2WO4/SiO2,Ni,28,Na,11,W,74,SiO2,11,0.370,0.185,40,40,20,850,10,7.0,2.3,0.8,0.75,3,24.94,3.26,1.00,2.26,10.13,11.37,13.07,4.01,9.06,40.62,45.59
Ni-Na2WO4/SiO2,Ni,28,Na,11,W,74,SiO2,11,0.370,0.185,40,40,20,850,15,10.5,3.4,1.1,0.50,3,25.78,6.71,2.19,4.52,7.63,11.24,26.03,8.49,17.53,29.60,43.60
Ni-Na2WO4/SiO2,Ni,28,Na,11,W,74,SiO2,11,0.370,0.185,40,40,20,850,20,14.0,4.5,1.5,0.38,3,28.47,10.82,3.68,7.14,7.12,9.45,38.00,12.93,25.08,25.01,33.19
Ni-Na2WO4/SiO2,Ni,28,Na,11,W,74,SiO2,11,0.370,0.185,40,40,20,850,10,7.0,2.4,0.6,0.75,4,17.42,3.45,1.26,2.19,6.37,8.92,19.80,7.23,12.57,36.57,51.21
Ni-Na2WO4/SiO2,Ni,28,Na,11,W,74,SiO2,11,0.370,0.185,40,40,20,850,15,10.5,3.6,0.9,0.50,4,20.93,8.61,2.82,5.79,4.61,8.02,41.14,13.47,27.66,22.03,38.32
Ni-Na2WO4/SiO2,Ni,28,Na,11,W,74,SiO2,11,0.370,0.185,40,40,20,850,20,14.0,4.8,1.2,0.38,4,25.63,13.23,4.06,9.17,3.71,5.64,51.62,15.84,35.78,14.48,22.01
Ni-Na2WO4/SiO2,Ni,28,Na,11,W,74,SiO2,11,0.370,0.185,40,40,20,850,10,7.0,2.6,0.4,0.75,6,15.07,6.39,1.80,4.59,1.73,6.00,42.40,11.94,30.46,11.48,39.81
Ni-Na2WO4/SiO2,Ni,28,Na,11,W,74,SiO2,11,0.370,0.185,40,40,20,850,15,10.5,3.9,0.6,0.50,6,15.11,10.31,3.21,7.10,0.49,4.19,68.23,21.24,46.99,3.24,27.73
Ni-Na2WO4/SiO2,Ni,28,Na,11,W,74,SiO2,11,0.370,0.185,40,40,20,850,20,14.0,5.1,0.9,0.38,6,17.04,12.41,3.90,8.51,0.81,2.81,72.83,22.89,49.94,4.75,16.49
Ni-Na2WO4/SiO2,Ni,28,Na,11,W,74,SiO2,11,0.370,0.185,40,40,20,800,10,1.5,5.7,2.8,0.75,2,36.08,5.75,1.08,4.67,14.46,15.67,15.94,2.99,12.94,40.08,43.43
